index,tweet_text,emotion_in_tweet_is_directed_at,is_there_an_emotion_directed_at_a_brand_or_product
4028,Successful #sxsw trip. Learned a ton. Lots of new insights / knowledge. New reading list / playlists. Wrote &amp; submitted a new iPhone app.,,No emotion toward brand or product
4029,"Apple will be opening a temporary Apple Store at 6th and Congress, tomorrow March 11 for iPad sales, so you don't have to miss SXSW! #sxsw",,No emotion toward brand or product
4030,Apple will be setting up shop @mention #SXSW this year. {link} The Whole of Geekdom can now take a collective shy of relief.,,No emotion toward brand or product
4031,now I feel better (#106 1st day) @mention #sxsw ipad store sold out of everything except 64gig wifi only white,,Positive emotion
4032,"contextual discovery &amp; search will combine calendars, weather,flight,traffic data to create personalized trip advising. m.mayer google #sxsw",,No emotion toward brand or product
4033,Contextual discovery is a part of the future according to Google #SXSW,,No emotion toward brand or product
4034,"contextual discovery, how to find answers to your questions #google #SxSW",,No emotion toward brand or product
4035,#mint goal for iPhone app: top 3 finance app. #sxsw,,No emotion toward brand or product
4036,It is well known steve jobs hates #sxsw RT @mention iPhone just autocorrected &quot;sxsw&quot; to &quot;ass's&quot;.,,No emotion toward brand or product
4037,"New Social Media Tool! RT @mention Google to Launch Major New Social Network, &quot;Circles&quot; -possibly Today {link} #sxsw",,No emotion toward brand or product
4038,"Out of all my devices the iPad is the only one that can hang an entire day at #sxsw... 37% remaining, the others died hours ago.",iPad,Positive emotion
4039,won't call myself 'major' yet :p RT @mention Google to Launch Major New Social Network Called Circles {link} #sxsw,,No emotion toward brand or product
4040,New social network from Google? News abuzz about the launch of #GoogleCircles at #SXSW,Other Google product or service,Positive emotion
4041,New social network may debut at #SXSW Google Circles {link} #EatDrinkTweet  Not done with you yet!,Other Google product or service,Positive emotion
4042,"New Social Network may launch 2day! &quot;Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxswÛ",Other Google product or service,Positive emotion
4043,"Msft panel on touch interfaces shows a bunch of tablets, but no iPad #sxsw #DontBeHatin",iPad,Positive emotion
4044,Apple will open a popup store Friday at 6th and Congress. #SXSW via satesman.com,,No emotion toward brand or product
4045,Historical photo mashup with Google maps at {link} #SXSW,,No emotion toward brand or product
4046,"Things ppl say about/to @mention make me laugh.  You want free turn-by-turn gps, but wait - don't take pics of the sidewalk #cmon #SXSW",,No emotion toward brand or product
4047,&quot;Will take time for others to catch up to iPad.&quot; @mention #tapworthy #sxsw,iPad,Positive emotion
4048,Super cool that #Apple's pop up store for #SXSW will be in our office building! {link} @mention #SXSWi #Austin,Apple,Positive emotion
4049,Took until the 8th row on the plane to spot an iPad! I thought we were going to #SXSW? #elonsxsw,,No emotion toward brand or product
4050,S/O TO ALL THE PEOPLE WHO HAD TO GOOGLE #SXSW.... I DIN KNOW EITHER... (i'm hip now though!!!),,No emotion toward brand or product
4051,Why is all the prizes at #SXSW apple products? Sigh,Apple,Negative emotion
4052,SXSW panel: Google envisions search without searches: {link} #sxsw #sxswi,,No emotion toward brand or product
4053,A ÛÏspecialÛÏ Apple Store in 6th and Congress opens today in Austin. #sxsw attendees will be able to buy their iPad2 starting at 5pm.,,No emotion toward brand or product
4054,"#sxsw html5 Apple/Microsoft will likely be doing javascript integration. @mention Browsers compete, not collaborate. System is amoral.",,No emotion toward brand or product
4055,no umbrella when you have &quot;the list&quot; via @mention ÷¼ Are you all set? ÷_ {link} ÷_ #edchat #musedchat #sxsw #sxswi #newTwitter,,No emotion toward brand or product
4056,Won 2nd place in Fandango karaoke. 1st prize was 1 yr Fandango tkts - useless in Canada. 2nd prize *is* more useful: an iPad! #sxsw,iPad,Positive emotion
4057,"iPhone, BlackBerry &amp; Android HootSuite App Updated for #SXSW - {link} via HootSuite",,No emotion toward brand or product
4058,Lol. So glad Chris Poole is showing some #memes. &quot;Why you no text me no more?&quot; is pretty funny. Google it. #sxswmoot #sxswi #sxsw,,No emotion toward brand or product
4059,This one lady is shopping on Bluefly during the iPad nav design panel. Boots. #sxsw,,No emotion toward brand or product
4060,What's a laptop? RT @mention I think I may go iPad only -- no laptop -- today at #SXSWi.  Any #SXSW (cont) {link},iPad,Positive emotion
4061,"At Josh Clark's #sxsw session on iPad/tablet development. First note, iPad more of a leisure/planning/restful device. #tapworthy #webvisions",iPad,Positive emotion
4062,@mention Last but not least  get a copy of Stupid Game Plus for your iPhone {link} also for a special #sxsw price!,iPad or iPhone App,Positive emotion
4063,It's our last day here at the #fastcompanygrille -- come by for the last day of iPhone makery! #zazzlesxsw #sxsw,,No emotion toward brand or product
4064,Next and last panel for today: &quot;Google Doodles: Burning Man to Pac-Man and Beyond&quot; #SXSW #SXSWi #GoogleDoodles,,No emotion toward brand or product
4065,"24 hours later, we retreat back to our hotel, bushwhacked. Ringo Deathstarr'd, never seen so many effects pedals  #sxsw {link}",,No emotion toward brand or product
4066,Grab the latest @mention before #SXSW! {link},,No emotion toward brand or product
4067,"@mention latest iPhone, are you at #SxSW? How long would it take to fix and how much.",,No emotion toward brand or product
4068,SO COOL: latest version of google maps mobile has 3D buildings. Not sure if they've mapped Aus to that detail yet ;-) #sxsw,Other Google product or service,Positive emotion
4069,@mention launched there 1st iPad app at #SXSW! Get all the details + the first edition FREE,,No emotion toward brand or product
4070,@mention launching Gowalla 3 for Droid at #SxSW - should push 4square and Groupon {link},Android,Positive emotion
4071,iPad 2 sold out in all retail stores...except for #sxsw pop up store in Austin? #igottagetit,iPad,Positive emotion
4072,"#iPad2 Sold Out, 70% Went to New Buyers - WOW!  {link} via @mention @mention #sxsw",iPad,Positive emotion
4073,"iPad 2 Sold Out, 70% Went to New Buyers [REPORT] - {link} #sxsw #socialmedia #tech #ipad2 #media",,No emotion toward brand or product
4074,They should stock up on Mophie juice packs: Apple temp store opens in Austin for #SXSW &amp; iPad 2 launch {link} via @mention,,Positive emotion
4075,"I just held the new iPad, I have envy, but my baby is still working so well at #sxsw.",iPad,Positive emotion
4076,"Man, Google *should* launch Circles at #SXSW. Talk about striking while the iron is hot. | @mention @mention",Google,Positive emotion
4077,"Lovin apple &amp; ipad2
#apple #austin #SXSW",iPad,Positive emotion
4078,#sxsw Apple #iPad2 line took less than 10 minutes.,,No emotion toward brand or product
4079,Cant handle #SxSW traffic? RT @mention Dear @mention your own app for iPhone has sucked all day. #crashing,iPad or iPhone App,Negative emotion
4080,Love Google Analytics! Thanks to the followers at #SXSW who took the time to check out my new post!,Other Google product or service,Positive emotion
4081,Hope people ask the tough questions. RT @mention Reminder: Android and Chrome TTS talk @mention 1 PM today!  {link}  #sxsw,,No emotion toward brand or product
4082,"This double buzzing issue with iPhone iOS 4.3 is getting annoying. In other news, an iPhone may fly across the room at #GR2L2 #SXSW",iPhone,Negative emotion
4083,Geen Google Circles vandaag! RT @mention We're not launching any products at #SXSW but we're doing plenty else.,,No emotion toward brand or product
4084,Will Google Circles take on Facebook?  {link} #circles #sxsw,,No emotion toward brand or product
4085,Will Google Circles take on Facebook. {link} #circles #sxsw,,No emotion toward brand or product
4086,LOL. #Apple erects temporary Apple Store in #Austin for #SXSW to sell #iPad 2. {link},,I can't tell
4087,Any #Google fans in town for #SXSW? Stop by the Austin GTUG meeting Wednesday the 7th at 7:00pm. map link: {link},,No emotion toward brand or product
4088,Next battle for banks are mobile phone operators and Google &amp; Apple. #bankinnovation #sxsw,,No emotion toward brand or product
4089,Chris Poole from 4chan recommends you Google: refrigerator magnet game. Very cute shared experience game. #sxswmoot #sxsw #sxswi,Other Google product or service,Positive emotion
4090,"#tech Apple heads to #SXSW, sets up temporary store in Austin {link}",Apple,Positive emotion
4091,More #apple iPads per capital at #sxsw then anywhere else in the world except for Foxconn,,No emotion toward brand or product
4092,&quot;Apple is the most elegant fascist company in America.&quot; #flipboard #SXSW,Apple,Negative emotion
4093,Will Google launch a new social network called 'Circles' at South by Southwest today?  {link}  #SXSW #Circles #Google,,No emotion toward brand or product
4094,Have Google launched their next social media flop yet? #sxsw,Other Google product or service,Negative emotion
4095,&quot;Apple likes it if you pay them. That's what Apple likes.&quot; - Barry Diller #SXSW (@mention ACC - Ballroom D) [pic]: {link},Apple,Negative emotion
4096,Line a mile long outside. Lucky to get in just to sit on the floor -Your Mom Has An iPad. I miss the old days at #sxsw before 40% + growth!,,I can't tell
4097,That Google Maps for Mobile demonstration just rocked my world. #SXSW #UOsxsw #marissamayer,Other Google product or service,Positive emotion
4098,Wow! Google maps for mobile v5 demo at #sxsw. Very nice.,Other Google product or service,Positive emotion
4099,The #google name was built on gettinng stuff out there and trying it with users to see what works. #marissagoogle #sxsw,Google,Positive emotion
4100,&quot;Apple opening a temporary store in Austin for SXSW and the iPad 2 launch:&quot; {link} #SXSW,,No emotion toward brand or product
4101,#tech Apple Opening Pop-Up Store In Austin For #SXSW {link},Apple,Positive emotion
4102,GSDM Google party is off the hook! #SXSW  {link},Google,Positive emotion
4103,#SXSW Apple picked a great venue to launch the new Ipads.,Apple,Positive emotion
4104,"#SXSW Apple Pop Up Store still has iPads in stock, we are waiting on line {link} via @mention #apple #ipad2Û",,No emotion toward brand or product
4105,Will Google preview a major new social service called Google Circles today at #SXSW {link},,No emotion toward brand or product
4106,Will Google reveal a new social network called Circles?  {link} #Google #Facebook #SXSW,,No emotion toward brand or product
4107,Will Google reveal a new social network called Circles? #Google #Facebook #Twitter #SXSW {link},,No emotion toward brand or product
4108,will Google reveal a new social network called Circles? #Google #Facebook #Twitter #SXSW {link} (via @mention,,No emotion toward brand or product
4109,Will Google reveal a new social network called Circles? #Google #Facebook #Twitter #SXSW {link} via @mention,,No emotion toward brand or product
4110,"#tech Apple saves #SXSW, set to open pop-up store {link}",,No emotion toward brand or product
4111,"Cool. Apple sets up 5,000 sq. ft. temporary store at #SXSW to sell iPad 2's. {link}",Apple,Positive emotion
4112,Popup Apple Store crew has been giving out water to the people in line but they are in street clothes. No Apple logos anywhere yet. #SXSW,,No emotion toward brand or product
4113,Popup Apple Store opens up for #SXSW. Love that this is going to be right in the middle of the action. {link} via @mention,Apple,Positive emotion
